                                                       0    1    2    3    4  \
[600, 400, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 12, 1...  0.0  
[600, 400, 0, 0, 5, 0, 0, 0, 0, 0, 55, 0, 12, 1...  0.0  
[600, 400, 0, 0, 10, 0, 104, 0, 0, 0, 60, 0, 12...  0.0  
[600, 400, 0, 0, 20, 0, 139, 0, 0, 0, 70, 0, 12...  0.0  
[600, 400, 0, 0, 25, 0, 221, 0, 0, 0, 75, 0, 12...  0.0  
[600, 400, 0, 0, 35, 0, 279, 0, 0, 0, 85, 0, 12...  0.0  
[600, 400, 0, 0, 45, 0, 342, 0, 0, 0, 95, 0, 12...  0.0  
[600, 400, 0, 0, 60, 0, 384, 0, 0, 0, 110, 0, 1...  0.0  
[600, 400, 0, 0, 60, 0, 373, 0, 100, 0, 10, 0, ...  0.0  
[600, 400, 0, 0, 60, 0, 359, 0, 100, 0, 10, 0, ...  0.0  
[600, 400, 0, 0, 65, 0, 363, 0, 100, 0, 15, 0, ...  0.0  
[600, 400, 0, 0, 70, 0, 391, 0, 100, 0, 20, 0, ...  0.0  
[600, 400, 0, 0, 80, 0, 447, 0, 100, 0, 30, 0, ...  0.0  
[600, 400, 0, 0, 85, 0, 475, 0, 100, 0, 35, 0, ...  0.0  
[600, 400, 0, 0, 90, 0, 503, 0, 100, 0, 40, 0, ...  0.0  
[600, 400, 0, 0, 100, 0, 559, 0, 100, 0, 50, 0,...  0.0  
[600, 400, 0, 0, 115, 0, 643, 0, 100, 0, 65, 0,...  0.0  
[600, 400, 0, 0, 115, 0, 615, 0, 100, 0, 65, 0,...  0.0  
[600, 400, 0, 0, 135, 0, 699, 0, 100, 0, 85, 0,...  0.0  
[600, 400, 0, 0, 140, 0, 699, 0, 100, 0, 90, 0,...  0.0  
[600, 400, 0, 0, 140, 0, 643, 0, 100, 0, 90, 0,...  0.0  
[600, 400, 0, 0, 160, 0, 615, 0, 175, 0, 35, 0,...  0.0  
[600, 400, 0, 0, 165, 0, 615, 0, 175, 0, 40, 0,...  0.0  
[600, 400, 0, 0, 165, 0, 587, 0, 175, 0, 40, 0,...  0.0  
[600, 400, 0, 0, 170, 0, 615, 0, 175, 0, 45, 0,...  0.0  
[600, 400, 0, 0, 180, 0, 587, 0, 175, 0, 55, 0,...  0.0  
[600, 400, 0, 0, 190, 0, 587, 0, 175, 0, 65, 0,...  0.0  
...                                                 ...  
[7100, 2450, 3950, 700, 10790, 2096, 0, 67, 685...  0.0  
[7100, 2450, 3950, 700, 10790, 2096, 0, 67, 685...  0.0  
[7100, 2450, 3950, 700, 10790, 2096, 0, 44, 685...  0.0  
[7100, 2450, 3950, 700, 10790, 2096, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2100, 0, 67, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2100, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2104, 0, 67, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2104, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 67, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 67, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 67, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 44, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 22, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 22, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 22, 670...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  
[7100, 2450, 3950, 700, 10790, 2108, 0, 0, 6700...  0.0  

[54509 rows x 33 columns]
Round: 69
